"cne","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6"
"7235","Electrique","2","9","19","20","18","16","17"
"7236","Electrique","3","11","15","12","18","16","12"
"7237","Electrique","3","13","18","13","18","16","14"
"7238","Electrique","1","10","11","11","13","9","18"
"7239","Finance","1","20","13","19","19","20","18"
"7240","Electrique","1","17","15","18","18","9","17"
"7241","Electrique","1","16","9","18","16","14","20"
"7242","Civil","1","10","15","17","19","11","16"
"7243","Finance","2","12","17","15","19","16","10"
"7244","Info","3","16","17","9","11","10","11"
"7245","Civil","3","17","20","19","17","15","16"
"7246","Indus","1","10","13","12","18","15","20"
"7247","Electrique","1","17","17","13","10","15","15"
"7248","Indus","3","11","17","10","12","10","10"
"7249","Indus","3","12","20","9","17","16","10"
"7250","Finance","3","17","18","17","12","19","16"
"7251","Electrique","2","20","12","18","12","18","20"
"7252","Civil","1","9","14","16","15","9","13"
"7253","Electrique","1","18","17","12","11","15","9"
"7254","Indus","2","18","20","20","16","15","19"
"7255","Electrique","2","20","11","19","9","13","13"
"7256","Civil","3","15","11","9","18","10","19"
"7257","Electrique","3","9","16","14","12","18","19"
"7258","Civil","1","19","9","15","9","14","17"
"7259","Indus","2","11","16","19","17","16","9"
"7260","Info","3","15","10","12","13","11","17"
"7261","Civil","1","10","11","19","13","14","18"
"7262","Electrique","2","13","15","11","16","9","18"
"7263","Info","2","20","20","13","16","18","14"
"7264","Civil","1","19","9","16","10","17","12"
"7265","Info","2","20","17","9","19","18","15"
"7266","Electrique","3","20","20","20","10","19","9"
"7267","Info","3","20","18","13","19","17","11"
"7268","Finance","3","20","10","12","11","17","18"
"7269","Finance","2","17","17","15","11","20","20"
"7270","Civil","2","9","15","10","13","20","20"
"7271","Info","1","9","20","11","14","9","9"
"7272","Civil","3","13","18","19","14","14","20"
"7273","Electrique","2","20","9","9","20","11","17"
"7274","Finance","3","18","17","15","16","9","12"
"7275","Indus","1","20","14","11","17","15","15"
"7276","Civil","1","11","18","18","20","16","14"
"7277","Info","2","13","9","12","11","9","10"
"7278","Electrique","1","14","16","16","20","9","12"
"7279","Finance","3","12","11","18","16","12","15"
"7280","Finance","3","13","18","16","14","16","18"
"7281","Info","1","13","14","14","18","9","9"
"7282","Info","2","15","20","14","10","17","19"
"7283","Civil","2","10","15","17","17","16","17"
"7284","Civil","3","18","16","12","14","9","10"
"7285","Info","1","20","15","16","11","14","13"
"7286","Civil","3","19","13","15","20","19","15"
"7287","Civil","3","19","13","15","15","20","20"
"7288","Electrique","1","15","14","10","19","20","13"
"7289","Electrique","2","10","20","16","12","11","16"
"7290","Indus","3","13","10","14","11","10","10"
"7291","Info","1","10","14","19","14","12","18"
"7292","Finance","3","10","13","15","20","11","10"
"7293","Electrique","3","15","18","11","18","12","20"
"7294","Civil","2","12","19","11","20","10","19"
"7295","Info","3","13","16","19","19","11","10"
"7296","Finance","1","12","18","14","9","15","17"
"7297","Finance","2","11","16","10","10","15","10"
"7298","Info","3","18","10","16","15","14","13"
"7299","Finance","1","12","15","17","11","20","19"
"7300","Finance","2","10","13","16","18","16","14"
"7301","Finance","2","9","11","15","9","13","20"
"7302","Electrique","3","20","11","12","19","14","16"
"7303","Electrique","3","17","19","12","11","18","14"
"7304","Indus","3","9","17","18","11","11","11"
"7305","Electrique","2","14","18","17","12","20","11"
"7306","Info","2","16","20","10","17","20","12"
"7307","Finance","1","17","19","19","18","9","18"
"7308","Electrique","3","11","13","20","18","15","11"
"7309","Civil","2","18","11","9","11","20","18"
"7310","Electrique","1","16","10","11","20","9","11"
"7311","Civil","3","16","16","9","15","14","13"
"7312","Info","3","16","12","17","16","9","17"
"7313","Info","3","13","11","17","12","16","18"
"7314","Electrique","3","13","18","11","14","11","19"
"7315","Civil","2","15","15","17","18","18","15"
"7316","Electrique","1","12","20","12","9","16","10"
"7317","Finance","3","19","15","16","14","10","17"
"7318","Civil","3","10","10","20","18","11","16"
"7319","Electrique","1","10","17","19","16","10","14"
"7320","Info","2","13","15","17","13","9","14"
"7321","Indus","2","11","14","20","11","9","16"
"7322","Finance","1","14","15","12","10","9","10"
"7323","Info","2","12","16","14","20","15","20"
"7324","Indus","1","14","17","16","16","20","10"
"7325","Civil","3","11","10","14","9","19","19"
"7326","Electrique","1","19","19","10","9","10","14"
"7327","Finance","3","10","18","9","10","18","15"
"7328","Info","3","12","9","16","18","15","16"
"7329","Indus","2","20","20","13","20","17","14"
"7330","Electrique","1","15","17","17","16","14","17"
"7331","Civil","3","15","10","18","20","17","20"
"7332","Indus","2","15","16","17","14","16","16"
"7333","Info","1","9","9","17","9","18","13"
"7334","Civil","2","15","11","20","13","13","12"
"7335","Indus","1","16","9","13","10","14","18"
"7336","Electrique","2","12","17","13","17","11","13"
"7337","Electrique","1","14","17","20","12","16","11"
"7338","Finance","2","19","18","10","13","17","12"
"7339","Civil","2","9","9","14","12","19","19"
"7340","Electrique","3","15","14","18","19","13","11"
"7341","Civil","1","19","13","15","16","15","17"
"7342","Indus","3","9","18","10","9","10","18"
"7343","Indus","2","16","18","19","10","11","19"
"7344","Indus","3","12","9","10","16","9","16"
"7345","Electrique","3","14","9","14","18","13","15"
"7346","Indus","3","12","13","20","19","20","12"
"7347","Finance","3","11","15","10","15","10","20"
"7348","Indus","1","9","10","9","13","11","18"
"7349","Indus","2","11","18","19","9","16","17"
"7350","Info","3","9","15","12","13","13","17"
"7351","Electrique","3","9","10","19","12","20","20"
"7352","Civil","1","15","13","11","20","9","9"
"7353","Finance","2","9","14","14","17","14","10"
"7354","Electrique","2","20","20","14","19","11","17"
"7355","Electrique","3","12","20","14","16","13","18"
"7356","Indus","1","11","16","10","17","19","19"
"7357","Info","3","12","10","18","19","19","10"
"7358","Info","1","9","16","19","9","10","12"
"7359","Indus","1","15","19","14","16","10","18"
"7360","Info","1","12","19","20","11","20","16"
"7361","Finance","2","9","19","14","13","10","11"
"7362","Civil","2","17","9","13","11","9","14"
"7363","Info","3","14","13","20","17","9","17"
"7364","Indus","3","10","19","12","20","20","13"
"7365","Indus","2","19","10","13","9","11","16"
"7366","Civil","1","18","20","9","17","16","16"
"7367","Civil","3","9","9","20","16","13","9"
"7368","Indus","2","10","17","11","13","15","18"
"7369","Finance","3","14","13","12","16","9","9"
"7370","Info","1","16","20","10","15","15","9"
"7371","Finance","3","9","11","11","9","9","15"
"7372","Civil","3","17","19","16","9","9","18"
"7373","Civil","1","20","20","10","19","17","12"
"7374","Indus","2","10","14","16","10","14","15"
"7375","Electrique","2","15","11","11","16","13","16"
"7376","Finance","1","13","19","17","20","16","16"
"7377","Civil","1","20","9","9","20","14","15"
"7378","Info","3","18","13","12","14","14","16"
"7379","Indus","3","14","16","16","20","17","9"
"7380","Info","3","16","17","13","16","9","14"
"7381","Info","3","10","9","19","15","11","12"
"7382","Info","3","10","18","14","11","19","9"
"7383","Finance","2","17","15","14","10","18","17"
"7384","Info","2","9","14","15","20","16","12"
"7385","Indus","2","15","17","9","16","16","9"
"7386","Indus","1","11","14","16","16","10","14"
"7387","Info","3","17","14","13","15","14","18"
"7388","Info","2","11","14","11","13","19","17"
"7389","Electrique","2","15","13","12","9","12","12"
"7390","Electrique","3","11","13","13","12","14","20"
"7391","Electrique","3","14","11","18","13","15","18"
"7392","Info","2","20","19","17","17","16","18"
"7393","Civil","1","20","12","9","11","14","14"
"7394","Info","3","19","9","19","13","10","9"
"7395","Electrique","2","19","20","17","15","14","17"
"7396","Finance","1","11","12","16","9","12","13"
"7397","Indus","2","15","18","9","19","14","9"
"7398","Electrique","1","15","9","14","9","17","20"
"7399","Electrique","3","17","9","15","19","11","11"
"7400","Indus","1","10","20","20","13","16","16"
"7401","Info","3","20","10","17","10","16","14"
"7402","Electrique","2","14","13","19","19","18","11"
"7403","Civil","2","17","19","10","17","15","15"
"7404","Info","2","9","9","19","17","13","19"
"7405","Civil","1","14","15","12","20","19","17"
"7406","Electrique","2","10","20","17","19","19","19"
"7407","Info","1","13","16","17","12","12","12"
"7408","Info","3","18","20","18","11","15","19"
"7409","Indus","2","14","16","19","12","16","10"
"7410","Electrique","2","20","17","10","10","20","13"
"7411","Info","3","12","13","15","11","13","11"
"7412","Indus","2","13","16","12","14","13","13"
"7413","Civil","3","11","14","10","10","16","12"
"7414","Indus","3","11","12","11","9","18","18"
"7415","Info","1","11","15","15","17","14","15"
"7416","Info","1","19","9","16","10","11","15"
"7417","Electrique","1","19","12","15","9","13","12"
"7418","Indus","1","13","11","11","19","15","19"
"7419","Civil","2","19","13","14","19","17","16"
"7420","Indus","2","16","12","19","15","12","19"
"7421","Indus","1","19","9","20","19","15","20"
"7422","Info","1","16","16","10","20","20","9"
"7423","Electrique","1","19","20","15","15","15","16"
"7424","Electrique","1","16","19","13","9","10","17"
"7425","Info","3","9","11","11","11","9","20"
"7426","Finance","1","15","19","11","12","20","20"
"7427","Civil","1","17","17","18","12","17","18"
"7428","Electrique","3","12","13","10","13","9","12"
"7429","Info","3","14","16","19","20","14","19"
"7430","Electrique","3","20","10","20","17","18","12"
"7431","Electrique","3","19","15","17","12","16","10"
"7432","Electrique","2","18","19","18","10","9","19"
"7433","Info","1","13","15","19","17","20","11"
"7434","Electrique","2","16","11","10","10","12","16"
"7435","Indus","2","11","16","20","9","17","17"
"7436","Finance","3","16","12","13","17","20","12"
"7437","Finance","1","10","20","13","10","10","17"
"7438","Electrique","3","11","20","18","17","18","14"
"7439","Info","3","15","14","10","14","10","20"
"7440","Finance","1","12","17","12","10","20","9"
"7441","Civil","1","18","12","14","14","14","12"
"7442","Civil","1","18","20","20","13","13","19"
"7443","Electrique","1","9","18","9","10","11","9"
"7444","Indus","3","18","15","13","15","13","11"
"7445","Finance","1","15","17","15","20","19","15"
"7446","Info","3","16","12","12","20","10","16"
"7447","Civil","3","17","10","17","17","14","20"
"7448","Civil","2","16","16","12","17","20","14"
"7449","Info","3","20","10","15","12","14","11"
"7450","Electrique","3","11","20","17","20","13","10"
"7451","Finance","3","15","17","18","15","10","18"
"7452","Finance","2","12","9","10","17","14","16"
"7453","Info","2","13","15","18","11","16","11"
"7454","Finance","1","15","11","19","19","15","15"
"7455","Electrique","2","15","12","20","19","14","17"
"7456","Civil","1","9","11","19","17","18","18"
"7457","Civil","2","17","13","13","10","20","14"
"7458","Civil","2","13","19","11","13","9","11"
"7459","Civil","3","15","16","19","9","12","16"
"7460","Electrique","1","14","10","17","10","9","9"
"7461","Electrique","2","14","20","13","20","14","10"
"7462","Indus","3","12","12","10","20","20","15"
"7463","Info","1","15","16","19","19","20","9"
"7464","Indus","3","14","9","18","11","13","11"
"7465","Civil","3","18","14","16","13","20","17"
"7466","Electrique","3","20","13","9","15","17","12"
"7467","Finance","1","17","20","12","10","15","15"
"7468","Finance","2","16","13","19","9","16","15"
"7469","Info","2","10","15","19","16","17","17"
"7470","Civil","3","14","9","18","15","19","15"
"7471","Info","2","20","13","20","19","12","9"
"7472","Civil","2","19","16","16","12","18","17"
"7473","Finance","2","10","13","9","13","12","15"
"7474","Indus","1","18","19","18","19","16","11"
"7475","Finance","1","18","11","20","14","17","10"
"7476","Civil","3","17","18","9","16","9","15"
"7477","Electrique","1","19","16","16","9","13","14"
"7478","Civil","1","9","11","16","18","18","10"
"7479","Electrique","2","15","18","10","17","10","12"
"7480","Civil","2","11","20","10","20","9","15"
"7481","Indus","3","19","16","11","9","14","14"
"7482","Indus","1","14","19","17","20","20","11"
"7483","Electrique","2","9","16","11","10","18","12"
"7484","Info","3","12","12","16","18","19","16"
"7485","Electrique","3","20","9","12","14","15","12"
"7486","Indus","3","12","15","18","11","17","13"
"7487","Indus","1","10","17","17","13","17","16"
"7488","Info","1","15","14","9","11","11","16"
"7489","Info","1","9","18","9","17","11","18"
"7490","Electrique","2","20","13","15","10","14","19"
"7491","Finance","2","15","20","15","10","20","16"
"7492","Info","3","12","9","9","11","10","11"
"7493","Electrique","1","14","15","13","15","18","10"
"7494","Civil","2","18","16","14","10","10","15"
"7495","Finance","1","19","13","11","17","15","12"
"7496","Finance","1","20","13","20","18","15","14"
"7497","Civil","2","18","20","9","10","11","16"
"7498","Indus","3","10","14","12","16","12","15"
"7499","Electrique","1","15","13","16","9","20","13"
"7500","Electrique","2","12","10","9","15","13","20"
"7501","Civil","2","10","9","11","15","14","9"
"7502","Indus","2","20","14","17","9","18","9"
"7503","Indus","1","10","15","9","20","18","20"
"7504","Civil","3","18","14","9","15","15","17"
"7505","Indus","1","9","9","15","12","11","15"
"7506","Info","3","17","11","17","13","19","13"
"7507","Electrique","3","17","20","16","15","10","12"
"7508","Indus","3","19","20","12","13","12","17"
"7509","Electrique","2","9","15","16","19","11","11"
"7510","Electrique","2","9","14","20","19","17","20"
"7511","Indus","3","19","16","18","10","16","20"
"7512","Indus","3","17","16","18","11","10","12"
"7513","Indus","2","11","16","19","12","19","10"
"7514","Civil","3","9","17","15","14","14","9"
"7515","Civil","3","10","10","14","10","13","19"
"7516","Info","2","19","16","16","17","10","10"
"7517","Finance","3","14","12","17","14","18","12"
"7518","Civil","3","14","14","13","13","10","9"
"7519","Info","3","16","10","15","17","13","11"
"7520","Info","1","18","20","17","18","15","14"
"7521","Finance","1","17","18","15","11","15","20"
"7522","Civil","2","14","14","19","11","9","12"
"7523","Finance","3","20","20","12","11","20","15"
"7524","Finance","1","9","19","19","18","19","15"
"7525","Finance","1","17","14","18","16","12","19"
"7526","Electrique","3","9","9","16","9","16","15"
"7527","Indus","2","19","17","9","18","19","13"
"7528","Civil","3","9","10","13","17","14","10"
"7529","Info","3","18","20","13","20","10","18"
"7530","Finance","2","16","10","19","16","14","19"
"7531","Finance","2","18","20","18","13","11","14"
"7532","Finance","3","12","14","15","16","20","13"
"7533","Electrique","3","10","17","9","13","20","9"
"7534","Indus","1","13","20","20","14","16","20"
"7535","Indus","3","11","15","17","18","10","11"
"7536","Info","1","15","17","13","15","9","16"
"7537","Indus","2","13","17","15","17","20","19"
"7538","Finance","3","17","16","11","12","9","13"
"7539","Indus","2","19","16","13","15","17","20"
"7540","Info","3","19","20","10","9","18","10"
"7541","Finance","3","10","18","10","19","10","9"
"7542","Electrique","3","17","13","14","18","14","9"
"7543","Indus","2","18","15","16","13","10","20"
"7544","Finance","1","19","14","12","10","9","13"
"7545","Indus","2","16","16","14","16","9","15"
"7546","Electrique","3","17","20","9","18","17","11"
"7547","Info","1","11","11","13","12","13","20"
"7548","Electrique","3","9","12","11","17","10","11"
"7549","Info","2","19","15","9","17","16","13"
"7550","Finance","1","18","13","17","14","15","16"
"7551","Info","2","15","9","19","16","14","15"
"7552","Info","2","17","20","19","19","20","18"
"7553","Indus","1","20","9","17","10","14","18"
"7554","Info","2","18","19","10","19","14","9"
"7555","Indus","1","11","14","14","16","19","9"
"7556","Info","2","20","13","14","19","19","16"
"7557","Info","3","14","14","12","19","18","16"
"7558","Electrique","1","15","16","13","10","15","17"
"7559","Info","2","16","12","14","16","12","9"
"7560","Civil","1","15","10","18","17","17","10"
"7561","Civil","3","10","13","10","9","12","14"
"7562","Electrique","2","16","11","17","10","14","16"
"7563","Info","2","17","20","15","20","16","12"
"7564","Finance","3","16","13","15","10","16","15"
"7565","Indus","1","12","11","9","18","16","16"
"7566","Indus","3","11","13","13","15","10","12"
"7567","Civil","2","15","16","12","19","13","15"
"7568","Info","2","14","9","10","14","11","15"
"7569","Electrique","1","11","15","19","9","14","19"
"7570","Indus","3","12","10","18","17","20","9"
"7571","Electrique","3","10","19","14","15","17","12"
"7572","Electrique","1","13","9","9","9","16","13"
"7573","Indus","2","18","14","20","11","14","18"
"7574","Finance","3","17","17","16","19","10","15"
"7575","Finance","2","15","15","15","20","15","17"
"7576","Indus","2","15","12","11","11","17","9"
"7577","Indus","3","15","13","17","15","12","19"
"7578","Electrique","2","16","9","12","13","15","15"
"7579","Info","2","15","18","10","17","17","13"
"7580","Info","3","19","13","9","10","15","10"
"7581","Info","2","10","20","19","17","10","20"
"7582","Info","3","12","9","16","14","9","14"
"7583","Civil","1","16","13","13","10","18","20"
"7584","Finance","1","18","19","18","10","9","9"
"7585","Civil","2","10","16","19","11","10","20"
"7586","Finance","1","12","18","16","20","16","16"
"7587","Indus","1","9","14","20","11","11","17"
"7588","Electrique","1","9","14","17","9","16","19"
"7589","Electrique","3","17","16","18","14","20","11"
"7590","Indus","3","18","18","17","12","13","15"
"7591","Finance","3","13","15","12","10","15","13"
"7592","Finance","2","11","19","15","15","20","10"
"7593","Indus","2","11","10","9","18","17","19"
"7594","Indus","3","14","11","16","14","19","10"
"7595","Civil","2","13","13","16","12","14","19"
"7596","Indus","2","18","17","9","17","10","11"
"7597","Electrique","3","14","13","18","18","13","19"
"7598","Info","1","12","16","14","11","11","16"
"7599","Civil","1","20","15","14","18","18","10"
"7600","Finance","2","14","19","11","15","16","17"
"7601","Indus","3","9","9","15","19","14","19"
"7602","Finance","1","17","19","10","13","18","13"
"7603","Info","3","18","16","17","11","10","13"
"7604","Finance","3","9","14","14","20","12","20"
"7605","Civil","1","18","18","14","13","20","18"
"7606","Info","2","17","11","9","20","19","11"
"7607","Finance","3","19","15","11","9","17","9"
"7608","Info","3","14","16","12","12","10","20"
"7609","Electrique","2","12","20","17","20","16","15"
"7610","Electrique","3","20","12","20","20","14","19"
"7611","Finance","1","14","13","17","17","19","15"
"7612","Info","1","15","19","9","20","10","10"
"7613","Civil","1","19","16","10","9","10","14"
"7614","Electrique","3","13","20","17","14","20","11"
"7615","Info","3","15","9","15","17","19","20"
"7616","Indus","2","14","10","10","16","11","17"
"7617","Electrique","2","11","10","11","13","18","18"
"7618","Info","1","17","17","15","9","12","11"
"7619","Info","1","11","10","10","11","16","14"
"7620","Civil","3","12","16","12","9","16","11"
"7621","Finance","2","16","15","19","15","13","17"
"7622","Info","2","20","16","16","10","10","10"
"7623","Indus","2","9","9","14","16","9","11"
"7624","Indus","1","20","19","19","10","9","18"
"7625","Finance","2","19","9","19","10","17","18"
"7626","Indus","2","16","12","19","10","18","15"
"7627","Finance","1","18","15","9","15","11","19"
"7628","Electrique","3","16","11","20","19","19","14"
"7629","Finance","1","10","15","9","18","12","10"
"7630","Electrique","1","18","18","20","13","18","11"
"7631","Electrique","1","17","17","10","19","11","16"
"7632","Civil","2","18","15","15","12","17","20"
"7633","Info","1","11","12","9","14","12","14"
"7634","Indus","2","18","18","17","12","15","13"
"7635","Electrique","2","15","10","18","16","20","18"
"7636","Finance","1","11","12","19","9","16","19"
"7637","Indus","2","18","9","18","10","9","18"
"7638","Indus","1","18","11","10","15","10","11"
"7639","Electrique","1","15","20","16","19","17","14"
"7640","Indus","1","13","20","20","10","12","18"
"7641","Electrique","2","19","20","11","17","18","18"
"7642","Civil","2","19","11","13","12","14","9"
"7643","Indus","1","12","15","17","10","13","16"
"7644","Info","3","12","15","18","13","10","20"
"7645","Info","3","18","13","16","19","19","13"
"7646","Info","2","13","16","9","15","15","12"
"7647","Electrique","2","16","16","16","17","16","16"
"7648","Civil","3","14","20","13","16","13","12"
"7649","Info","3","14","16","18","10","11","19"
"7650","Electrique","3","9","11","14","15","18","18"
"7651","Indus","2","14","12","15","10","16","17"
"7652","Civil","2","10","13","18","20","18","12"
"7653","Electrique","2","19","16","13","17","16","11"
"7654","Indus","2","11","13","10","18","18","9"
"7655","Finance","2","20","10","11","9","17","19"
"7656","Electrique","2","9","13","14","20","14","14"
"7657","Finance","2","14","15","13","13","19","20"
"7658","Civil","1","12","17","10","16","10","16"
"7659","Civil","3","12","9","17","12","13","15"
"7660","Indus","3","16","14","10","14","15","15"
"7661","Info","2","19","9","20","16","14","15"
"7662","Indus","2","18","12","10","10","18","11"
"7663","Civil","3","16","9","11","9","20","10"
"7664","Indus","2","17","9","13","11","9","12"
"7665","Civil","1","19","9","12","12","20","15"
"7666","Electrique","3","9","15","13","19","14","16"
"7667","Civil","3","16","20","15","14","15","17"
"7668","Electrique","1","16","13","19","15","15","20"
"7669","Info","3","14","12","9","10","11","17"
"7670","Civil","3","12","17","9","15","9","18"
"7671","Finance","3","13","15","14","9","17","18"
"7672","Indus","1","10","20","13","11","16","17"
"7673","Civil","1","14","15","10","13","20","10"
"7674","Finance","1","10","15","13","9","17","14"
"7675","Indus","3","20","10","18","17","12","9"
"7676","Info","3","19","12","9","10","9","20"
"7677","Electrique","1","12","15","12","12","10","20"
"7678","Electrique","3","11","10","17","16","10","20"
"7679","Civil","2","9","20","10","11","15","18"
"7680","Indus","1","13","17","15","11","12","18"
"7681","Indus","2","20","16","15","15","13","13"
"7682","Finance","1","10","20","12","14","16","14"
"7683","Indus","1","18","20","18","15","11","15"
"7684","Indus","3","20","14","20","10","19","13"
"7685","Civil","1","17","19","14","14","9","12"
"7686","Electrique","1","11","20","10","9","11","19"
"7687","Civil","1","16","11","16","13","19","15"
"7688","Indus","2","9","10","9","11","19","14"
"7689","Finance","1","17","19","20","18","20","13"
"7690","Electrique","1","19","19","20","14","12","18"
"7691","Electrique","2","17","11","18","13","18","20"
"7692","Info","1","12","14","9","18","11","13"
"7693","Civil","2","18","17","13","15","17","16"
"7694","Electrique","2","17","17","17","9","12","20"
"7695","Indus","2","18","11","9","13","12","20"
"7696","Info","2","16","15","17","12","19","13"
"7697","Electrique","2","16","12","20","10","9","16"
"7698","Info","1","20","13","10","14","16","17"
"7699","Finance","2","13","13","12","18","16","17"
"7700","Info","1","20","11","11","17","20","16"
"7701","Electrique","3","19","16","14","10","11","19"
"7702","Electrique","1","15","18","11","19","9","19"
"7703","Finance","2","10","9","15","9","11","20"
"7704","Indus","2","17","13","13","13","14","9"
"7705","Electrique","3","11","10","13","16","20","14"
"7706","Indus","2","18","9","17","15","15","14"
"7707","Electrique","3","20","16","10","16","20","9"
"7708","Info","3","16","16","10","15","10","14"
"7709","Finance","1","12","16","10","18","13","14"
"7710","Electrique","2","10","15","10","12","16","12"
"7711","Indus","3","9","17","14","16","15","18"
"7712","Electrique","1","10","11","17","11","15","14"
"7713","Electrique","2","14","15","18","11","16","14"
"7714","Info","3","17","19","15","12","18","9"
"7715","Indus","3","19","14","14","13","13","12"
"7716","Info","2","17","19","18","20","16","16"
"7717","Civil","3","9","19","10","13","11","12"
"7718","Indus","2","13","13","11","18","13","20"
"7719","Info","2","15","19","15","12","10","14"
"7720","Civil","3","19","13","9","12","16","9"
"7721","Civil","2","12","15","10","12","11","20"
"7722","Indus","1","19","11","15","19","20","18"
"7723","Finance","3","11","11","18","14","16","10"
"7724","Info","2","15","11","15","9","19","13"
"7725","Finance","2","10","15","18","17","10","17"
"7726","Finance","3","11","18","9","9","14","13"
"7727","Electrique","2","14","10","12","9","17","18"
"7728","Info","2","16","14","20","13","17","11"
"7729","Electrique","2","10","11","11","12","17","9"
"7730","Electrique","3","17","12","11","19","10","16"
"7731","Indus","3","9","12","18","17","13","12"
"7732","Finance","2","15","20","11","17","12","14"
"7733","Finance","1","14","9","10","9","11","13"
"7734","Finance","2","9","18","10","14","19","10"
"7735","Info","2","11","19","20","15","17","9"
"7736","Indus","3","13","13","18","9","13","15"
"7737","Finance","1","18","11","10","18","11","11"
"7738","Civil","1","14","15","19","15","11","16"
"7739","Info","3","12","17","19","16","10","17"
"7740","Info","3","10","11","20","11","19","15"
"7741","Electrique","1","10","15","17","10","9","14"
"7742","Info","1","13","20","13","14","19","9"
"7743","Indus","1","9","11","13","14","16","12"
"7744","Finance","1","20","17","19","16","16","17"
"7745","Indus","1","11","14","14","15","11","18"
"7746","Electrique","2","18","14","17","11","17","14"
"7747","Civil","3","9","13","19","15","13","18"
"7748","Info","3","9","14","19","12","20","11"
"7749","Civil","3","19","14","10","14","10","20"
"7750","Electrique","3","12","19","14","11","20","11"
"7751","Finance","1","20","9","20","17","18","15"
"7752","Electrique","2","17","10","12","18","19","11"
"7753","Info","3","11","20","11","16","9","13"
"7754","Info","2","19","20","16","9","15","19"
"7755","Civil","1","11","14","10","11","17","13"
"7756","Indus","2","15","16","17","11","20","12"
"7757","Info","3","20","18","19","14","16","20"
"7758","Civil","2","18","16","13","20","18","17"
"7759","Electrique","1","16","10","10","9","16","10"
"7760","Electrique","3","13","15","18","12","17","12"
"7761","Civil","3","16","10","20","9","13","19"
"7762","Civil","3","16","14","9","20","10","13"
"7763","Info","2","12","9","16","16","17","9"
"7764","Info","2","20","14","9","18","10","20"
"7765","Electrique","2","14","18","15","20","19","12"
"7766","Indus","3","16","19","18","14","9","18"
"7767","Electrique","3","13","11","16","13","10","11"
"7768","Indus","2","9","9","18","16","14","13"
"7769","Indus","1","9","20","18","20","10","11"
"7770","Civil","3","11","17","10","12","18","12"
"7771","Info","2","19","12","13","13","13","13"
"7772","Indus","3","13","13","19","19","9","20"
"7773","Civil","2","15","15","19","19","9","11"
"7774","Electrique","1","16","10","20","18","19","16"
"7775","Finance","3","9","13","17","13","12","10"
"7776","Info","3","15","9","19","11","10","20"
"7777","Finance","1","13","10","19","17","11","17"
"7778","Electrique","1","16","12","19","18","13","19"
"7779","Finance","3","14","15","13","13","14","19"
"7780","Info","2","14","9","15","11","20","13"
"7781","Electrique","2","11","19","17","15","14","13"
"7782","Finance","1","9","9","12","16","14","19"
"7783","Indus","3","14","12","17","11","18","15"
"7784","Info","3","20","18","16","16","11","13"
"7785","Info","3","11","13","18","14","14","20"
"7786","Info","1","9","10","12","19","19","12"
"7787","Civil","1","9","11","9","14","17","20"
"7788","Info","3","12","10","10","10","14","17"
"7789","Indus","2","9","9","15","16","14","12"
"7790","Indus","2","10","11","19","13","10","14"
"7791","Electrique","3","13","16","16","16","17","19"
"7792","Finance","1","12","15","18","15","14","17"
"7793","Civil","3","14","12","10","14","12","20"
"7794","Electrique","1","14","19","18","10","19","18"
"7795","Finance","2","18","19","12","18","18","10"
"7796","Indus","1","18","18","18","16","19","16"
"7797","Electrique","2","15","15","18","12","17","15"
"7798","Indus","2","10","15","13","17","16","20"
"7799","Indus","2","9","18","16","20","17","17"
"7800","Electrique","3","11","19","9","13","17","20"
"7801","Electrique","1","19","20","14","11","13","10"
"7802","Info","2","18","11","11","15","18","16"
"7803","Civil","2","10","17","11","20","20","11"
"7804","Electrique","3","19","15","19","13","19","20"
"7805","Finance","1","19","13","14","11","16","17"
"7806","Info","3","12","14","17","18","12","17"
"7807","Info","2","13","14","20","10","17","12"
"7808","Civil","2","11","13","9","12","11","13"
"7809","Finance","1","20","19","20","17","15","9"
"7810","Indus","1","15","13","16","15","12","9"
"7811","Info","1","13","14","9","9","19","19"
"7812","Info","3","19","12","10","10","18","18"
"7813","Finance","1","15","19","13","16","12","12"
"7814","Finance","1","11","20","13","9","17","14"
"7815","Civil","3","11","20","12","14","13","19"
"7816","Info","1","12","20","12","20","15","14"
"7817","Finance","3","17","16","13","18","15","12"
"7818","Indus","3","13","19","13","10","9","13"
"7819","Indus","2","13","18","11","15","18","11"
"7820","Electrique","3","12","10","13","18","12","14"
"7821","Info","2","19","17","20","14","9","13"
"7822","Info","3","19","9","9","9","14","17"
"7823","Civil","3","10","17","18","11","19","10"
"7824","Electrique","2","16","17","15","18","9","12"
"7825","Indus","3","15","18","13","10","13","11"
"7826","Finance","1","19","10","9","11","18","20"
"7827","Indus","1","20","18","11","20","13","15"
"7828","Electrique","2","11","13","17","20","16","15"
"7829","Electrique","1","16","12","11","19","10","18"
"7830","Info","2","19","19","15","20","16","13"
"7831","Electrique","1","17","19","14","10","19","13"
"7832","Electrique","3","9","12","15","15","20","13"
"7833","Civil","1","18","14","9","11","13","9"
"7834","Finance","1","11","14","9","18","18","19"
"7835","Indus","1","10","16","20","16","14","10"
"7836","Indus","1","16","19","9","16","13","12"
"7837","Info","3","16","13","15","17","11","19"
"7838","Finance","2","15","10","12","12","20","12"
"7839","Finance","2","19","12","14","19","15","12"
"7840","Info","3","17","16","19","12","11","9"
