"cne","filiere","niveau","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche"
"8389","Indus","1","0","1","2"
"8390","Electrique","3","2","3","1"
"8391","Electrique","1","1","0","2"
"8392","Indus","3","1","2","2"
"8393","Finance","3","2","2","0"
"8394","Info","1","5","1","0"
"8395","Electrique","1","5","2","0"
"8396","Indus","2","4","2","1"
"8397","Electrique","3","5","1","0"
"8398","Electrique","1","5","0","1"
"8399","Indus","3","1","0","1"
"8400","Indus","1","0","1","2"
"8401","Civil","1","4","1","0"
"8402","Finance","3","1","1","2"
"8403","Electrique","3","1","0","1"
"8404","Indus","3","0","2","0"
"8405","Finance","3","3","0","0"
"8406","Finance","2","2","0","2"
"8407","Indus","1","2","1","2"
"8408","Info","3","1","1","2"
"8409","Finance","2","2","2","2"
"8410","Finance","2","3","3","2"
"8411","Info","2","3","1","2"
"8412","Electrique","2","2","2","0"
"8413","Civil","2","4","2","0"
"8414","Electrique","1","3","3","2"
"8415","Info","2","1","2","0"
"8416","Finance","3","4","3","2"
"8417","Civil","2","3","2","2"
"8418","Indus","2","3","0","0"
"8419","Info","2","3","2","2"
"8420","Electrique","2","1","0","2"
"8421","Indus","3","5","0","0"
"8422","Electrique","1","1","2","2"
"8423","Info","1","4","0","1"
"8424","Indus","1","2","3","2"
"8425","Civil","2","1","2","1"
"8426","Civil","1","3","0","0"
"8427","Electrique","3","3","3","1"
"8428","Info","3","1","2","1"
"8429","Civil","1","2","0","2"
"8430","Civil","1","2","1","2"
"8431","Finance","1","0","3","1"
"8432","Indus","3","5","0","2"
"8433","Electrique","2","2","0","1"
"8434","Info","3","1","0","1"
"8435","Info","3","3","0","0"
"8436","Indus","2","1","1","2"
"8437","Finance","2","5","2","0"
"8438","Finance","2","2","3","2"
"8439","Civil","1","5","1","1"
"8440","Info","1","5","1","1"
"8441","Indus","1","5","2","0"
"8442","Electrique","3","5","2","2"
"8443","Indus","2","5","3","2"
"8444","Electrique","2","5","3","1"
"8445","Finance","3","0","1","0"
"8446","Electrique","3","4","1","0"
"8447","Electrique","1","1","3","1"
"8448","Civil","3","3","2","1"
"8449","Info","1","0","3","2"
"8450","Finance","1","1","0","2"
"8451","Info","3","4","2","1"
"8452","Info","2","3","0","0"
"8453","Finance","3","4","1","0"
"8454","Info","3","3","3","0"
"8455","Indus","2","5","0","1"
"8456","Info","2","1","0","2"
"8457","Indus","3","0","3","2"
"8458","Electrique","3","2","0","0"
"8459","Info","1","3","0","2"
"8460","Finance","3","1","2","0"
"8461","Indus","1","2","1","1"
"8462","Indus","2","5","0","0"
"8463","Electrique","2","0","2","1"
"8464","Info","1","1","3","2"
"8465","Indus","1","5","3","2"
"8466","Civil","2","1","0","0"
"8467","Finance","3","2","2","2"
"8468","Electrique","1","5","3","1"
"8469","Info","2","0","3","0"
"8470","Indus","1","2","3","0"
"8471","Indus","3","1","2","2"
"8472","Civil","3","5","0","2"
"8473","Civil","2","3","3","0"
"8474","Civil","3","5","3","0"
"8475","Info","3","4","2","0"
"8476","Info","3","1","1","1"
"8477","Electrique","3","0","2","1"
"8478","Finance","1","4","0","2"
"8479","Electrique","1","2","0","2"
"8480","Indus","2","5","2","2"
"8481","Finance","3","3","1","0"
"8482","Civil","2","1","0","0"
"8483","Indus","1","5","2","0"
"8484","Electrique","2","0","0","2"
"8485","Info","3","5","0","1"
"8486","Civil","1","4","3","0"
"8487","Civil","1","0","2","1"
"8488","Electrique","3","3","1","0"
"8489","Civil","2","2","1","1"
"8490","Indus","1","1","3","1"
"8491","Civil","3","4","0","2"
"8492","Info","2","4","1","1"
"8493","Electrique","2","2","2","0"
"8494","Indus","1","2","1","1"
"8495","Finance","2","5","3","0"
"8496","Indus","2","4","3","0"
"8497","Indus","1","0","3","2"
"8498","Electrique","1","3","1","0"
"8499","Civil","1","2","3","0"
"8500","Electrique","2","5","3","2"
"8501","Info","2","5","1","0"
"8502","Civil","2","0","1","1"
"8503","Info","1","3","3","1"
"8504","Civil","2","1","3","1"
"8505","Electrique","2","4","0","2"
"8506","Indus","1","0","1","2"
"8507","Civil","3","1","3","2"
"8508","Civil","2","3","1","1"
"8509","Indus","1","1","3","2"
"8510","Electrique","1","2","3","0"
"8511","Indus","3","2","0","2"
"8512","Info","2","1","3","2"
"8513","Indus","2","1","2","2"
"8514","Indus","1","1","2","2"
"8515","Info","2","2","3","0"
"8516","Civil","3","2","0","1"
"8517","Civil","2","5","3","2"
"8518","Info","3","4","1","0"
"8519","Electrique","2","0","1","2"
"8520","Electrique","3","2","2","1"
"8521","Indus","3","0","1","2"
"8522","Finance","1","2","1","0"
"8523","Civil","3","0","0","1"
"8524","Indus","3","3","0","1"
"8525","Electrique","3","3","1","0"
"8526","Indus","3","5","2","1"
"8527","Electrique","3","1","2","2"
"8528","Finance","2","2","1","2"
"8529","Indus","1","2","3","0"
"8530","Indus","1","5","3","0"
"8531","Finance","3","3","1","0"
"8532","Info","1","2","2","1"
"8533","Civil","1","2","3","2"
"8534","Info","1","5","1","2"
"8535","Indus","1","3","0","2"
"8536","Indus","2","1","0","0"
"8537","Civil","3","0","2","1"
"8538","Info","1","3","2","2"
"8539","Finance","1","2","0","0"
"8540","Info","2","1","0","0"
"8541","Info","2","3","1","1"
"8542","Finance","1","1","2","2"
"8543","Civil","1","0","0","0"
"8544","Info","1","4","1","0"
"8545","Civil","1","1","2","1"
"8546","Civil","3","3","0","2"
"8547","Civil","2","2","0","1"
"8548","Electrique","3","0","2","2"
"8549","Civil","2","3","3","1"
"8550","Civil","2","2","0","2"
"8551","Electrique","1","0","0","2"
"8552","Indus","1","3","1","0"
"8553","Finance","2","5","0","1"
"8554","Electrique","2","2","1","1"
"8555","Civil","1","0","2","2"
"8556","Civil","1","0","1","2"
"8557","Electrique","2","2","1","0"
"8558","Indus","2","0","0","2"
"8559","Info","3","0","1","1"
"8560","Info","1","4","3","0"
"8561","Info","3","1","0","0"
"8562","Civil","2","3","0","2"
"8563","Finance","1","4","1","2"
"8564","Civil","3","2","0","2"
"8565","Finance","1","1","0","1"
"8566","Info","1","5","0","1"
"8567","Finance","3","3","1","2"
"8568","Info","1","1","1","2"
"8569","Finance","3","3","3","2"
"8570","Civil","1","5","2","0"
"8571","Civil","3","5","3","0"
"8572","Info","3","2","0","0"
"8573","Electrique","3","1","2","2"
"8574","Electrique","3","1","2","1"
"8575","Civil","3","3","1","1"
"8576","Info","3","4","0","0"
"8577","Finance","1","3","0","1"
"8578","Electrique","1","0","0","0"
"8579","Info","2","3","3","0"
"8580","Info","1","3","0","0"
"8581","Electrique","1","4","0","0"
"8582","Finance","1","3","0","1"
"8583","Finance","3","1","2","0"
"8584","Indus","3","5","3","1"
"8585","Indus","1","1","1","1"
"8586","Civil","3","4","2","0"
"8587","Indus","1","0","1","2"
"8588","Electrique","1","3","0","2"
"8589","Civil","3","4","3","1"
"8590","Electrique","1","0","2","2"
"8591","Civil","3","0","3","2"
"8592","Finance","2","4","0","2"
"8593","Finance","2","2","3","1"
"8594","Indus","2","2","1","1"
"8595","Electrique","1","4","2","0"
"8596","Info","3","5","2","1"
"8597","Info","1","4","2","2"
"8598","Info","3","0","2","1"
"8599","Indus","2","1","0","1"
"8600","Info","3","1","2","1"
"8601","Indus","1","1","1","2"
"8602","Info","2","5","2","1"
"8603","Finance","2","0","2","0"
"8604","Finance","3","2","1","1"
"8605","Indus","1","5","0","2"
"8606","Indus","1","4","1","0"
"8607","Civil","3","0","2","1"
"8608","Info","2","3","1","2"
"8609","Indus","3","4","2","0"
"8610","Indus","3","5","1","2"
"8611","Indus","2","3","0","0"
"8612","Finance","1","1","3","0"
"8613","Indus","1","1","0","1"
"8614","Electrique","2","2","1","1"
"8615","Indus","3","1","0","1"
"8616","Electrique","3","2","3","0"
"8617","Electrique","3","3","2","2"
"8618","Info","2","0","3","2"
"8619","Indus","2","5","1","1"
"8620","Electrique","3","5","2","1"
"8621","Finance","2","5","0","1"
"8622","Finance","3","2","0","0"
"8623","Finance","1","2","2","1"
"8624","Info","3","4","0","1"
"8625","Civil","3","3","0","1"
"8626","Finance","3","3","3","1"
"8627","Electrique","2","1","0","2"
"8628","Civil","3","5","2","0"
"8629","Electrique","2","1","0","2"
"8630","Finance","2","1","3","1"
"8631","Finance","1","3","0","0"
"8632","Civil","3","4","3","1"
"8633","Finance","1","2","2","2"
"8634","Indus","2","3","3","1"
"8635","Finance","1","0","0","0"
"8636","Electrique","1","2","3","2"
"8637","Finance","1","5","2","2"
"8638","Electrique","2","0","2","1"
"8639","Electrique","3","5","0","0"
"8640","Indus","1","2","2","2"
"8641","Indus","2","5","0","1"
"8642","Indus","2","2","1","2"
"8643","Finance","3","4","3","2"
"8644","Finance","3","3","0","1"
"8645","Civil","2","4","2","2"
"8646","Electrique","3","1","0","1"
"8647","Info","1","2","2","1"
"8648","Info","3","1","1","2"
"8649","Finance","1","3","3","2"
"8650","Civil","1","0","1","2"
"8651","Info","1","0","3","1"
"8652","Electrique","2","0","1","0"
"8653","Info","1","4","1","1"
"8654","Civil","3","3","3","1"
"8655","Indus","2","5","0","0"
"8656","Finance","1","3","2","0"
"8657","Civil","1","4","2","1"
"8658","Electrique","1","1","3","0"
"8659","Indus","1","2","1","1"
"8660","Civil","2","3","3","0"
"8661","Info","1","3","2","2"
"8662","Civil","3","4","2","1"
"8663","Indus","1","4","1","2"
"8664","Electrique","2","0","0","0"
"8665","Info","1","0","2","2"
"8666","Info","3","3","2","1"
"8667","Indus","2","3","2","1"
"8668","Electrique","2","0","1","1"
"8669","Info","1","0","1","0"
"8670","Finance","1","4","2","1"
"8671","Finance","1","5","0","2"
"8672","Electrique","1","0","2","2"
"8673","Civil","2","0","1","0"
"8674","Electrique","3","1","3","1"
"8675","Info","2","3","3","0"
"8676","Civil","3","2","2","2"
"8677","Finance","2","4","0","0"
"8678","Indus","3","0","1","0"
"8679","Info","3","3","1","0"
"8680","Indus","3","3","1","0"
"8681","Info","3","3","2","1"
"8682","Info","2","4","2","2"
"8683","Info","2","2","2","2"
"8684","Electrique","2","0","0","0"
"8685","Finance","1","0","3","0"
"8686","Electrique","2","4","1","2"
"8687","Info","1","1","3","0"
"8688","Indus","1","0","1","1"
"8689","Civil","1","4","3","2"
"8690","Indus","2","3","3","0"
"8691","Civil","2","0","0","1"
"8692","Info","1","1","3","0"
"8693","Civil","2","1","1","0"
"8694","Indus","3","5","2","0"
"8695","Info","1","4","2","0"
"8696","Civil","3","3","0","2"
"8697","Finance","2","5","1","2"
"8698","Electrique","1","2","1","1"
"8699","Electrique","2","3","2","0"
"8700","Civil","1","0","1","1"
"8701","Indus","2","2","3","0"
"8702","Finance","3","1","2","2"
"8703","Electrique","1","3","0","2"
"8704","Info","2","0","2","2"
"8705","Info","3","5","1","0"
"8706","Electrique","2","5","1","0"
"8707","Civil","1","5","0","2"
"8708","Electrique","3","0","1","2"
"8709","Civil","1","4","3","0"
"8710","Info","1","5","2","0"
"8711","Finance","1","1","3","1"
"8712","Electrique","1","0","2","0"
"8713","Civil","2","4","3","2"
"8714","Indus","1","3","3","0"
"8715","Indus","1","0","2","2"
"8716","Indus","1","4","3","2"
"8717","Civil","1","3","2","1"
"8718","Finance","3","3","3","2"
"8719","Info","2","5","2","0"
"8720","Info","3","5","3","0"
"8721","Civil","3","5","3","2"
"8722","Indus","1","0","2","1"
"8723","Electrique","2","5","2","1"
"8724","Electrique","3","5","1","1"
"8725","Info","2","0","0","1"
"8726","Civil","1","0","0","0"
"8727","Indus","1","3","0","0"
"8728","Finance","3","2","3","1"
"8729","Finance","2","0","2","0"
"8730","Info","3","3","0","1"
"8731","Electrique","2","3","1","2"
"8732","Civil","2","1","3","1"
"8733","Info","3","4","0","2"
"8734","Info","1","0","1","0"
"8735","Finance","2","3","2","2"
"8736","Info","3","4","1","1"
"8737","Finance","2","5","0","2"
"8738","Info","1","5","3","2"
"8739","Indus","3","2","3","2"
"8740","Indus","3","1","1","1"
"8741","Indus","3","3","0","1"
"8742","Electrique","1","5","2","2"
"8743","Info","2","0","3","0"
"8744","Info","1","5","1","2"
"8745","Indus","1","1","0","1"
"8746","Indus","3","5","0","1"
"8747","Electrique","3","5","1","1"
"8748","Electrique","2","1","1","2"
"8749","Indus","2","2","0","0"
"8750","Electrique","2","2","2","0"
"8751","Info","2","2","2","0"
"8752","Civil","1","1","3","0"
"8753","Electrique","1","3","1","1"
"8754","Info","3","3","1","1"
"8755","Info","1","3","2","1"
"8756","Indus","2","3","3","2"
"8757","Civil","3","1","1","0"
"8758","Civil","2","5","3","2"
"8759","Info","1","4","2","0"
"8760","Info","3","1","2","2"
"8761","Electrique","1","5","0","0"
"8762","Indus","1","0","1","2"
"8763","Finance","1","0","3","0"
"8764","Electrique","3","2","3","0"
"8765","Info","3","4","1","1"
"8766","Indus","1","4","2","1"
"8767","Indus","3","4","2","1"
"8768","Finance","1","5","0","0"
"8769","Civil","2","0","0","0"
"8770","Info","1","3","1","0"
"8771","Info","3","1","2","0"
"8772","Indus","2","3","3","1"
"8773","Finance","1","4","0","2"
"8774","Info","1","2","0","1"
"8775","Civil","1","1","3","0"
"8776","Info","3","3","2","2"
"8777","Info","2","1","3","0"
"8778","Info","1","0","3","2"
"8779","Civil","1","1","0","2"
"8780","Indus","2","5","2","1"
"8781","Indus","3","3","3","1"
"8782","Info","2","2","2","2"
"8783","Info","2","1","3","1"
"8784","Finance","2","2","2","0"
"8785","Electrique","3","2","3","0"
"8786","Finance","3","3","3","1"
"8787","Electrique","1","3","0","2"
"8788","Indus","3","1","1","1"
"8789","Info","1","3","2","0"
"8790","Info","2","3","3","2"
"8791","Info","3","2","1","1"
"8792","Indus","1","1","3","0"
"8793","Indus","1","4","0","2"
"8794","Indus","2","5","2","0"
"8795","Indus","2","4","1","1"
"8796","Info","2","2","2","0"
"8797","Indus","3","4","0","1"
"8798","Info","3","1","3","2"
"8799","Info","2","0","2","1"
"8800","Finance","2","4","2","0"
"8801","Indus","1","1","0","1"
"8802","Info","2","3","1","1"
"8803","Finance","1","5","3","1"
"8804","Indus","1","0","0","2"
"8805","Electrique","3","4","0","0"
"8806","Civil","1","4","0","2"
"8807","Finance","3","1","2","0"
"8808","Finance","2","3","3","0"
"8809","Civil","2","5","0","2"
"8810","Civil","2","5","2","2"
"8811","Info","3","1","3","1"
"8812","Finance","3","1","2","2"
"8813","Civil","3","5","0","0"
"8814","Civil","3","2","1","0"
"8815","Civil","2","4","3","2"
"8816","Finance","3","4","3","0"
"8817","Electrique","2","1","1","1"
"8818","Info","3","1","0","2"
"8819","Civil","3","0","1","0"
"8820","Electrique","2","1","0","1"
"8821","Indus","2","5","0","2"
"8822","Electrique","2","3","3","2"
"8823","Indus","2","4","0","1"
"8824","Civil","1","1","0","2"
"8825","Civil","1","0","2","2"
"8826","Electrique","3","2","2","1"
"8827","Electrique","2","0","1","0"
"8828","Indus","2","1","0","0"
"8829","Civil","2","3","3","1"
"8830","Electrique","3","4","2","0"
"8831","Electrique","1","2","3","2"
"8832","Finance","2","2","0","2"
"8833","Civil","1","2","0","2"
"8834","Electrique","2","3","0","2"
"8835","Electrique","3","3","3","2"
"8836","Civil","1","2","0","0"
"8837","Civil","2","0","3","2"
"8838","Finance","3","0","2","0"
"8839","Indus","2","2","1","0"
"8840","Electrique","1","1","1","0"
"8841","Finance","3","5","2","2"
"8842","Info","2","3","3","1"
"8843","Finance","2","1","0","0"
"8844","Finance","2","1","1","2"
"8845","Finance","1","0","1","1"
"8846","Info","2","3","1","1"
"8847","Info","1","3","2","0"
"8848","Civil","2","0","3","2"
"8849","Civil","1","1","1","2"
"8850","Indus","1","0","0","1"
"8851","Info","3","1","3","1"
"8852","Indus","3","5","0","1"
"8853","Civil","3","5","0","0"
"8854","Info","2","4","1","1"
"8855","Indus","3","1","3","0"
"8856","Finance","1","2","3","2"
"8857","Finance","3","1","1","0"
"8858","Civil","2","4","1","2"
"8859","Electrique","1","1","2","2"
"8860","Electrique","3","3","2","1"
"8861","Electrique","3","2","3","0"
"8862","Electrique","1","2","2","2"
"8863","Electrique","1","0","3","0"
"8864","Electrique","2","0","1","0"
"8865","Finance","1","4","0","1"
"8866","Civil","3","2","1","2"
"8867","Electrique","3","2","2","2"
"8868","Finance","3","2","2","1"
"8869","Electrique","3","4","3","0"
"8870","Indus","2","3","2","2"
"8871","Electrique","3","2","3","1"
"8872","Finance","2","0","3","2"
"8873","Finance","1","4","1","1"
"8874","Finance","2","5","1","0"
"8875","Civil","1","4","1","1"
"8876","Electrique","2","2","1","1"
"8877","Indus","2","3","3","0"
"8878","Finance","3","3","0","1"
"8879","Info","3","1","2","0"
"8880","Finance","3","3","2","2"
"8881","Indus","2","2","2","0"
"8882","Finance","3","2","1","0"
"8883","Info","2","5","1","0"
"8884","Indus","2","0","2","2"
"8885","Indus","3","0","0","0"
"8886","Civil","1","0","1","2"
"8887","Info","1","1","2","1"
"8888","Electrique","2","4","0","2"
"8889","Info","1","0","1","2"
"8890","Electrique","2","0","1","0"
"8891","Finance","1","3","2","2"
"8892","Civil","1","4","0","0"
"8893","Finance","1","0","1","1"
"8894","Electrique","2","4","3","0"
"8895","Info","2","3","1","1"
"8896","Electrique","2","1","1","0"
"8897","Electrique","3","2","3","1"
"8898","Finance","1","3","2","0"
"8899","Info","3","2","0","2"
"8900","Electrique","3","4","0","1"
"8901","Finance","3","2","1","2"
"8902","Indus","1","3","2","1"
"8903","Civil","2","4","3","1"
"8904","Indus","3","4","3","1"
"8905","Civil","1","3","2","1"
"8906","Civil","3","3","2","1"
"8907","Civil","3","4","2","0"
"8908","Info","3","1","0","2"
"8909","Electrique","1","4","3","0"
"8910","Electrique","1","0","3","0"
"8911","Finance","3","5","3","1"
"8912","Civil","2","2","0","1"
"8913","Indus","2","4","3","1"
"8914","Electrique","2","5","3","1"
"8915","Info","3","5","0","0"
"8916","Finance","1","1","0","1"
"8917","Indus","1","2","3","1"
"8918","Civil","2","4","0","1"
"8919","Civil","3","2","3","2"
"8920","Info","3","2","0","0"
"8921","Finance","1","4","3","1"
"8922","Civil","3","4","3","2"
"8923","Civil","3","4","0","2"
"8924","Civil","2","1","0","1"
"8925","Indus","1","0","0","0"
"8926","Civil","2","5","1","0"
"8927","Civil","2","5","1","0"
"8928","Indus","3","0","2","2"
"8929","Electrique","3","3","1","0"
"8930","Indus","1","4","0","1"
"8931","Civil","2","1","0","1"
"8932","Civil","2","3","1","0"
"8933","Civil","2","0","0","1"
"8934","Electrique","1","3","1","0"
"8935","Civil","1","0","1","1"
"8936","Indus","1","2","1","2"
"8937","Indus","1","5","3","0"
"8938","Finance","2","3","2","0"
"8939","Finance","1","3","1","1"
"8940","Indus","2","0","0","1"
"8941","Indus","3","0","1","1"
"8942","Civil","1","2","2","1"
"8943","Electrique","2","4","0","2"
"8944","Civil","1","1","1","2"
"8945","Electrique","1","2","1","2"
"8946","Indus","3","3","0","0"
"8947","Info","1","1","0","1"
"8948","Indus","1","1","0","0"
"8949","Indus","3","5","3","0"
"8950","Indus","2","0","2","0"
"8951","Civil","3","4","3","1"
"8952","Civil","3","3","2","0"
"8953","Electrique","3","5","1","0"
"8954","Finance","2","0","1","2"
"8955","Indus","1","5","0","2"
"8956","Electrique","3","0","2","2"
"8957","Finance","2","5","0","1"
"8958","Civil","3","3","0","0"
"8959","Indus","3","1","3","0"
"8960","Info","3","3","3","0"
"8961","Indus","3","2","1","2"
"8962","Civil","2","5","0","1"
"8963","Electrique","2","3","3","1"
"8964","Civil","2","0","1","0"
"8965","Civil","2","3","2","0"
"8966","Finance","3","5","3","2"
"8967","Civil","1","4","3","0"
"8968","Info","2","3","0","0"
"8969","Finance","1","2","1","0"
"8970","Finance","2","3","2","0"
"8971","Info","1","0","0","1"
"8972","Civil","2","4","1","2"
"8973","Finance","2","0","1","0"
"8974","Electrique","1","1","3","1"
"8975","Electrique","2","5","2","0"
"8976","Finance","3","2","3","0"
"8977","Finance","1","3","3","2"
"8978","Civil","3","5","3","2"
"8979","Civil","1","5","0","0"
"8980","Electrique","3","4","3","2"
"8981","Finance","1","4","3","2"
"8982","Indus","3","1","0","2"
"8983","Info","1","5","0","1"
"8984","Electrique","1","1","3","1"
"8985","Info","2","3","2","1"
"8986","Finance","2","5","0","0"
"8987","Indus","1","0","0","0"
"8988","Info","3","2","3","0"
"8989","Indus","3","1","3","2"
"8990","Indus","2","3","0","1"
"8991","Electrique","3","2","1","2"
"8992","Civil","2","2","0","1"
"8993","Info","1","5","2","1"
"8994","Finance","2","4","3","1"
"8995","Info","2","5","0","2"
"8996","Finance","1","3","0","1"
"8997","Info","3","3","3","0"
"8998","Indus","2","2","0","0"
"8999","Civil","3","2","0","0"
"9000","Info","1","1","3","0"
"9001","Electrique","3","4","3","0"
"9002","Electrique","1","0","2","2"
"9003","Info","2","0","1","2"
"9004","Indus","3","1","0","0"
"9005","Finance","1","5","0","2"
"9006","Civil","3","3","0","1"
"9007","Indus","3","4","2","0"
"9008","Info","2","3","3","2"
"9009","Info","1","0","0","0"
"9010","Civil","1","4","1","0"
"9011","Civil","1","4","0","2"
"9012","Civil","2","4","1","1"
"9013","Civil","3","4","0","0"
"9014","Finance","1","5","2","1"
"9015","Indus","1","0","3","0"
"9016","Electrique","1","4","2","0"
"9017","Civil","1","0","0","0"
"9018","Info","1","0","2","0"
"9019","Civil","1","3","3","0"
"9020","Info","1","5","1","2"
"9021","Finance","3","5","0","1"
"9022","Electrique","2","4","0","0"
"9023","Civil","2","0","2","1"
"9024","Info","1","0","1","0"
"9025","Finance","3","4","2","0"
"9026","Civil","3","5","0","2"
"9027","Indus","1","2","0","1"
"9028","Info","3","4","1","1"
"9029","Finance","2","5","2","0"
"9030","Finance","3","0","0","2"
"9031","Civil","1","1","2","0"
"9032","Electrique","3","5","0","1"
"9033","Info","1","5","2","0"
"9034","Indus","1","5","0","1"
"9035","Civil","2","2","0","0"
"9036","Indus","3","3","3","1"
"9037","Info","3","3","3","1"
"9038","Info","3","1","0","2"
"9039","Electrique","2","4","2","2"
"9040","Finance","2","4","2","0"
"9041","Civil","2","0","3","0"
"9042","Indus","3","4","3","0"
"9043","Electrique","1","1","0","0"
"9044","Indus","1","5","2","2"
"9045","Info","3","5","1","2"
"9046","Indus","1","1","2","2"
"9047","Finance","2","3","3","0"
"9048","Finance","1","2","0","1"
"9049","Civil","2","0","1","1"
"9050","Civil","3","5","3","1"
"9051","Indus","2","0","0","2"
"9052","Info","2","5","0","1"
"9053","Finance","2","3","2","1"
"9054","Electrique","1","0","3","2"
"9055","Indus","2","4","1","0"
"9056","Electrique","1","3","1","0"
"9057","Finance","1","1","3","2"
"9058","Civil","2","5","0","0"
"9059","Civil","1","1","2","1"
"9060","Indus","3","3","3","1"
"9061","Finance","1","0","0","1"
"9062","Indus","2","4","3","2"
"9063","Finance","2","3","1","0"
"9064","Indus","1","5","2","0"
"9065","Finance","2","0","2","2"
"9066","Indus","1","1","1","1"
"9067","Electrique","1","2","2","0"
"9068","Electrique","2","2","3","0"
"9069","Electrique","2","4","2","1"
"9070","Finance","2","2","3","1"
"9071","Info","3","2","2","0"
"9072","Civil","3","4","1","0"
"9073","Civil","2","2","2","2"
"9074","Indus","3","4","0","1"
"9075","Info","3","2","1","1"
"9076","Electrique","3","4","0","0"
"9077","Civil","2","3","0","2"
"9078","Electrique","1","3","1","2"
"9079","Finance","2","0","3","0"
"9080","Indus","1","1","2","0"
"9081","Info","1","5","3","1"
"9082","Finance","1","3","1","2"
"9083","Info","1","4","2","2"
"9084","Indus","3","3","0","2"
"9085","Finance","2","3","1","2"
"9086","Info","3","2","1","2"
"9087","Electrique","1","3","2","1"
"9088","Civil","2","4","1","2"
"9089","Indus","3","0","0","2"
"9090","Civil","2","1","1","1"
"9091","Electrique","1","3","1","0"
"9092","Finance","2","1","2","0"
"9093","Info","2","3","1","0"
"9094","Civil","2","1","3","0"
"9095","Indus","2","0","3","2"
"9096","Info","2","5","0","0"
"9097","Info","1","5","2","1"
"9098","Info","1","2","0","0"
"9099","Info","2","0","2","1"
"9100","Finance","1","5","1","1"
"9101","Info","2","2","1","0"
"9102","Info","3","2","3","2"
"9103","Electrique","3","5","1","0"
"9104","Electrique","3","3","0","2"
"9105","Info","3","2","1","2"
"9106","Info","1","3","2","1"
"9107","Civil","1","0","3","2"
"9108","Indus","1","1","2","0"
"9109","Electrique","1","5","3","1"
"9110","Indus","1","5","0","0"
"9111","Electrique","2","1","0","2"
"9112","Indus","3","0","0","1"
"9113","Finance","1","3","0","0"
"9114","Indus","2","5","1","1"
"9115","Civil","1","5","3","2"
"9116","Civil","2","2","3","0"
"9117","Electrique","2","4","3","1"
"9118","Finance","1","2","0","1"
"9119","Indus","2","1","3","0"
"9120","Civil","2","5","1","0"
"9121","Civil","2","3","3","2"
"9122","Civil","2","1","2","0"
"9123","Finance","3","2","1","1"
"9124","Electrique","3","5","2","2"
"9125","Info","1","0","0","0"
"9126","Indus","1","3","1","1"
"9127","Civil","2","3","2","2"
"9128","Indus","1","3","1","0"
"9129","Finance","1","1","3","2"
"9130","Info","1","4","2","2"
"9131","Finance","1","0","0","1"
"9132","Finance","3","1","0","1"
"9133","Electrique","3","4","0","1"
"9134","Civil","1","5","3","0"
"9135","Info","3","0","3","2"
"9136","Electrique","1","3","0","2"
"9137","Civil","2","1","1","2"
"9138","Civil","3","2","0","0"
"9139","Indus","2","2","2","0"
"9140","Info","1","4","2","1"
"9141","Civil","2","1","0","1"
"9142","Civil","2","5","2","0"
"9143","Civil","1","1","2","1"
"9144","Civil","2","2","0","2"
"9145","Finance","2","0","2","0"
"9146","Info","1","5","3","2"
"9147","Info","2","1","0","2"
"9148","Indus","3","5","0","0"
"9149","Electrique","3","4","0","2"
"9150","Finance","2","1","0","2"
"9151","Civil","3","2","1","1"
"9152","Indus","2","0","1","2"
"9153","Electrique","1","4","2","2"
"9154","Civil","1","1","0","2"
"9155","Info","1","1","1","0"
"9156","Info","3","4","1","1"
"9157","Civil","1","5","0","1"
"9158","Indus","2","3","3","1"
"9159","Electrique","1","1","1","2"
"9160","Electrique","3","2","3","2"
"9161","Finance","3","2","1","2"
"9162","Finance","1","2","3","2"
"9163","Civil","3","4","1","2"
"9164","Finance","2","4","1","1"
"9165","Info","1","2","0","2"
"9166","Indus","2","0","0","0"
"9167","Finance","2","4","3","2"
"9168","Civil","2","0","3","0"
"9169","Info","1","3","1","1"
"9170","Indus","2","0","2","0"
"9171","Indus","2","3","0","2"
"9172","Finance","2","2","0","0"
"9173","Civil","3","2","3","2"
"9174","Info","2","1","2","2"
"9175","Finance","2","0","3","2"
"9176","Civil","1","0","3","2"
"9177","Info","3","5","0","0"
"9178","Finance","1","5","1","2"
"9179","Civil","3","0","2","2"
"9180","Info","2","5","0","2"
"9181","Civil","1","1","1","2"
"9182","Finance","2","2","3","1"
"9183","Indus","1","4","0","2"
"9184","Civil","2","4","0","1"
"9185","Finance","2","3","2","0"
"9186","Electrique","1","0","1","2"
"9187","Indus","1","2","3","0"
"9188","Finance","2","0","0","0"
"9189","Finance","2","0","2","2"
"9190","Info","2","5","3","0"
"9191","Electrique","3","4","2","0"
"9192","Electrique","1","1","0","2"
"9193","Electrique","3","1","0","2"
"9194","Electrique","2","0","2","2"
"9195","Civil","2","5","3","2"
"9196","Civil","1","4","0","2"
"9197","Indus","2","5","2","2"
"9198","Electrique","3","1","2","2"
"9199","Info","2","3","2","0"
"9200","Civil","2","5","3","2"
"9201","Finance","2","4","3","0"
"9202","Electrique","2","4","3","2"
"9203","Finance","3","2","3","0"
"9204","Finance","1","3","0","1"
"9205","Info","3","5","1","1"
"9206","Info","2","1","2","2"
"9207","Electrique","2","2","1","2"
"9208","Info","1","3","0","1"
"9209","Indus","1","5","3","1"
