"cne","filiere","niveau","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"7229","Electrique","1","15","Marrakech","20","Fes","13","Rabat"
"7230","Civil","2","11","Tetouan","9","Nador","19","Fes"
"7231","Finance","3","14","Oujda","10","Tanger","14","Marrakech"
"7232","Info","1","17","Oujda","16","Agadir","18","Oujda"
"7233","Civil","3","10","Agadir","17","Fes","9","Fes"
"7234","Electrique","2","20","Nador","10","Nador","10","Casablanca"
"7235","Electrique","2","16","Marrakech","17","Oujda","17","Oujda"
"7236","Electrique","3","12","Marrakech","13","Tanger","14","Tanger"
"7237","Electrique","3","19","Nador","13","Rabat","18","Tanger"
"7238","Electrique","1","9","Agadir","19","Tanger","10","Oujda"
"7239","Finance","1","16","Rabat","13","Oujda","20","Nador"
"7240","Electrique","1","20","Oujda","12","Oujda","9","Oujda"
"7241","Electrique","1","14","Fes","20","Fes","18","Agadir"
"7242","Civil","1","14","Tanger","17","Oujda","12","Rabat"
"7243","Finance","2","15","Rabat","14","Oujda","12","Rabat"
"7244","Info","3","20","Tanger","19","Nador","17","Nador"
"7245","Civil","3","19","Marrakech","16","Tetouan","18","Tetouan"
"7246","Indus","1","10","Agadir","11","Agadir","14","Fes"
"7247","Electrique","1","16","Oujda","17","Tetouan","14","Casablanca"
"7248","Indus","3","14","Fes","17","Marrakech","12","Fes"
"7249","Indus","3","16","Tanger","14","Tetouan","18","Fes"
"7250","Finance","3","15","Rabat","11","Casablanca","17","Casablanca"
"7251","Electrique","2","9","Rabat","11","Fes","15","Tetouan"
"7252","Civil","1","16","Marrakech","16","Fes","10","Tanger"
"7253","Electrique","1","10","Tetouan","12","Casablanca","18","Tetouan"
"7254","Indus","2","12","Agadir","17","Casablanca","19","Nador"
"7255","Electrique","2","20","Tetouan","9","Tetouan","10","Agadir"
"7256","Civil","3","18","Tanger","10","Oujda","12","Casablanca"
"7257","Electrique","3","11","Fes","12","Nador","9","Agadir"
"7258","Civil","1","18","Tetouan","14","Rabat","13","Marrakech"
"7259","Indus","2","16","Tetouan","16","Nador","10","Nador"
"7260","Info","3","15","Fes","10","Fes","18","Marrakech"
"7261","Civil","1","10","Marrakech","16","Agadir","16","Fes"
"7262","Electrique","2","12","Oujda","10","Fes","10","Casablanca"
"7263","Info","2","11","Casablanca","13","Agadir","19","Fes"
"7264","Civil","1","12","Fes","15","Agadir","11","Nador"
"7265","Info","2","11","Agadir","17","Tetouan","16","Tetouan"
"7266","Electrique","3","12","Tanger","20","Tanger","16","Tetouan"
"7267","Info","3","11","Tetouan","16","Nador","20","Oujda"
"7268","Finance","3","9","Casablanca","10","Rabat","17","Tetouan"
"7269","Finance","2","10","Nador","15","Tanger","13","Agadir"
"7270","Civil","2","12","Rabat","15","Nador","10","Casablanca"
"7271","Info","1","13","Rabat","20","Nador","15","Marrakech"
"7272","Civil","3","12","Fes","11","Fes","9","Casablanca"
"7273","Electrique","2","20","Tanger","15","Casablanca","10","Nador"
"7274","Finance","3","16","Rabat","16","Oujda","18","Agadir"
"7275","Indus","1","14","Tetouan","13","Fes","10","Tetouan"
"7276","Civil","1","12","Tanger","19","Tetouan","14","Fes"
"7277","Info","2","9","Tetouan","12","Oujda","19","Nador"
"7278","Electrique","1","14","Casablanca","12","Fes","17","Marrakech"
"7279","Finance","3","9","Casablanca","9","Fes","14","Fes"
"7280","Finance","3","16","Marrakech","19","Fes","16","Tetouan"
"7281","Info","1","12","Tetouan","11","Agadir","11","Nador"
"7282","Info","2","14","Marrakech","19","Oujda","11","Rabat"
"7283","Civil","2","15","Nador","13","Fes","9","Tetouan"
"7284","Civil","3","10","Marrakech","15","Marrakech","14","Marrakech"
"7285","Info","1","11","Agadir","13","Tanger","11","Rabat"
"7286","Civil","3","10","Fes","15","Tetouan","14","Casablanca"
"7287","Civil","3","18","Agadir","10","Casablanca","9","Casablanca"
"7288","Electrique","1","20","Fes","20","Rabat","18","Marrakech"
"7289","Electrique","2","17","Fes","13","Tetouan","12","Rabat"
"7290","Indus","3","9","Marrakech","13","Rabat","16","Nador"
"7291","Info","1","9","Casablanca","11","Nador","12","Agadir"
"7292","Finance","3","15","Nador","15","Marrakech","12","Casablanca"
"7293","Electrique","3","17","Rabat","20","Fes","10","Fes"
"7294","Civil","2","20","Tanger","14","Oujda","14","Fes"
"7295","Info","3","13","Fes","9","Tanger","20","Rabat"
"7296","Finance","1","9","Casablanca","12","Tetouan","16","Casablanca"
"7297","Finance","2","18","Tanger","17","Fes","16","Oujda"
"7298","Info","3","10","Casablanca","15","Rabat","14","Casablanca"
"7299","Finance","1","9","Oujda","19","Casablanca","10","Agadir"
"7300","Finance","2","11","Rabat","20","Rabat","16","Nador"
"7301","Finance","2","12","Casablanca","20","Fes","11","Rabat"
"7302","Electrique","3","13","Rabat","13","Tanger","13","Tanger"
"7303","Electrique","3","20","Fes","18","Agadir","14","Tetouan"
"7304","Indus","3","14","Agadir","16","Tetouan","15","Agadir"
"7305","Electrique","2","15","Rabat","12","Tetouan","18","Tetouan"
"7306","Info","2","12","Marrakech","14","Marrakech","14","Marrakech"
"7307","Finance","1","15","Agadir","19","Casablanca","16","Marrakech"
"7308","Electrique","3","15","Agadir","17","Tanger","19","Rabat"
"7309","Civil","2","9","Rabat","18","Marrakech","12","Agadir"
"7310","Electrique","1","15","Agadir","9","Nador","9","Agadir"
"7311","Civil","3","9","Fes","14","Marrakech","15","Casablanca"
"7312","Info","3","15","Marrakech","12","Casablanca","16","Casablanca"
"7313","Info","3","19","Agadir","16","Agadir","13","Casablanca"
"7314","Electrique","3","20","Fes","15","Casablanca","15","Marrakech"
"7315","Civil","2","11","Fes","13","Rabat","10","Tetouan"
"7316","Electrique","1","16","Casablanca","9","Rabat","14","Rabat"
"7317","Finance","3","9","Rabat","20","Tanger","18","Marrakech"
"7318","Civil","3","13","Tanger","13","Agadir","19","Tetouan"
"7319","Electrique","1","14","Casablanca","9","Rabat","11","Fes"
"7320","Info","2","18","Tanger","11","Tanger","16","Fes"
"7321","Indus","2","17","Oujda","18","Fes","19","Agadir"
"7322","Finance","1","17","Tetouan","19","Tanger","12","Tetouan"
"7323","Info","2","9","Fes","16","Tanger","10","Fes"
"7324","Indus","1","19","Nador","12","Fes","13","Casablanca"
"7325","Civil","3","16","Agadir","15","Rabat","9","Agadir"
"7326","Electrique","1","17","Rabat","17","Marrakech","12","Oujda"
"7327","Finance","3","20","Casablanca","12","Marrakech","15","Casablanca"
"7328","Info","3","18","Nador","18","Fes","15","Rabat"
"7329","Indus","2","10","Casablanca","12","Nador","12","Tetouan"
"7330","Electrique","1","19","Rabat","15","Nador","19","Oujda"
"7331","Civil","3","9","Nador","12","Tanger","20","Nador"
"7332","Indus","2","13","Agadir","20","Tetouan","11","Marrakech"
"7333","Info","1","15","Fes","16","Nador","14","Fes"
"7334","Civil","2","9","Casablanca","14","Marrakech","11","Fes"
"7335","Indus","1","18","Marrakech","9","Casablanca","14","Casablanca"
"7336","Electrique","2","15","Fes","17","Nador","20","Agadir"
"7337","Electrique","1","15","Marrakech","10","Tetouan","13","Agadir"
"7338","Finance","2","10","Marrakech","19","Fes","13","Nador"
"7339","Civil","2","14","Marrakech","12","Tetouan","12","Tetouan"
"7340","Electrique","3","9","Tetouan","19","Casablanca","18","Agadir"
"7341","Civil","1","17","Casablanca","12","Marrakech","11","Agadir"
"7342","Indus","3","18","Marrakech","12","Oujda","19","Marrakech"
"7343","Indus","2","14","Agadir","18","Oujda","9","Casablanca"
"7344","Indus","3","17","Tetouan","19","Agadir","10","Tetouan"
"7345","Electrique","3","11","Oujda","20","Nador","11","Marrakech"
"7346","Indus","3","11","Nador","10","Marrakech","19","Agadir"
"7347","Finance","3","17","Casablanca","13","Nador","16","Rabat"
"7348","Indus","1","12","Rabat","9","Tetouan","14","Nador"
"7349","Indus","2","11","Casablanca","10","Fes","11","Nador"
"7350","Info","3","18","Nador","15","Fes","12","Tanger"
"7351","Electrique","3","18","Rabat","18","Tetouan","10","Oujda"
"7352","Civil","1","20","Tetouan","12","Nador","20","Fes"
"7353","Finance","2","18","Oujda","17","Tanger","20","Fes"
"7354","Electrique","2","18","Tanger","13","Oujda","15","Nador"
"7355","Electrique","3","20","Fes","12","Oujda","13","Oujda"
"7356","Indus","1","20","Oujda","16","Nador","14","Rabat"
"7357","Info","3","14","Agadir","16","Marrakech","18","Oujda"
"7358","Info","1","14","Casablanca","18","Fes","13","Casablanca"
"7359","Indus","1","19","Nador","16","Casablanca","15","Tetouan"
"7360","Info","1","16","Tetouan","19","Nador","15","Nador"
"7361","Finance","2","16","Oujda","9","Marrakech","15","Tetouan"
"7362","Civil","2","9","Marrakech","14","Tetouan","11","Casablanca"
"7363","Info","3","18","Fes","9","Nador","17","Tanger"
"7364","Indus","3","19","Rabat","9","Agadir","10","Nador"
"7365","Indus","2","11","Agadir","14","Casablanca","15","Marrakech"
"7366","Civil","1","17","Tanger","17","Fes","18","Casablanca"
"7367","Civil","3","20","Fes","14","Agadir","13","Rabat"
"7368","Indus","2","14","Nador","18","Rabat","13","Casablanca"
"7369","Finance","3","15","Agadir","13","Casablanca","12","Nador"
"7370","Info","1","16","Oujda","20","Marrakech","14","Tetouan"
"7371","Finance","3","18","Nador","16","Nador","17","Nador"
"7372","Civil","3","20","Tanger","12","Tanger","20","Marrakech"
"7373","Civil","1","18","Fes","14","Nador","11","Tetouan"
"7374","Indus","2","20","Oujda","16","Casablanca","18","Casablanca"
"7375","Electrique","2","11","Rabat","13","Casablanca","16","Marrakech"
"7376","Finance","1","9","Rabat","18","Tetouan","19","Oujda"
"7377","Civil","1","12","Tanger","19","Casablanca","13","Marrakech"
"7378","Info","3","16","Tetouan","16","Nador","20","Oujda"
"7379","Indus","3","10","Oujda","15","Tanger","15","Fes"
"7380","Info","3","12","Nador","9","Rabat","16","Fes"
"7381","Info","3","10","Agadir","10","Fes","11","Agadir"
"7382","Info","3","11","Agadir","15","Agadir","12","Marrakech"
"7383","Finance","2","10","Oujda","15","Tetouan","10","Marrakech"
"7384","Info","2","17","Oujda","14","Tetouan","10","Tanger"
"7385","Indus","2","20","Casablanca","19","Nador","20","Agadir"
"7386","Indus","1","20","Agadir","17","Casablanca","14","Marrakech"
"7387","Info","3","12","Agadir","13","Rabat","13","Tanger"
"7388","Info","2","18","Tanger","20","Nador","20","Oujda"
"7389","Electrique","2","15","Fes","18","Oujda","15","Rabat"
"7390","Electrique","3","15","Rabat","20","Fes","19","Tanger"
"7391","Electrique","3","15","Oujda","9","Marrakech","20","Tetouan"
"7392","Info","2","16","Marrakech","15","Fes","19","Tetouan"
"7393","Civil","1","12","Rabat","19","Fes","14","Rabat"
"7394","Info","3","11","Rabat","19","Nador","11","Casablanca"
"7395","Electrique","2","13","Tanger","20","Fes","9","Fes"
"7396","Finance","1","11","Rabat","12","Agadir","13","Fes"
"7397","Indus","2","15","Fes","15","Rabat","19","Fes"
"7398","Electrique","1","15","Oujda","13","Fes","16","Marrakech"
"7399","Electrique","3","13","Nador","15","Casablanca","13","Agadir"
"7400","Indus","1","15","Tanger","15","Agadir","12","Marrakech"
"7401","Info","3","19","Agadir","13","Agadir","16","Marrakech"
"7402","Electrique","2","19","Casablanca","12","Marrakech","14","Marrakech"
"7403","Civil","2","10","Agadir","11","Tanger","9","Tetouan"
"7404","Info","2","15","Tetouan","11","Agadir","9","Casablanca"
"7405","Civil","1","18","Casablanca","12","Tanger","9","Fes"
"7406","Electrique","2","9","Oujda","13","Tetouan","13","Rabat"
"7407","Info","1","16","Tetouan","11","Rabat","13","Casablanca"
"7408","Info","3","10","Tanger","18","Casablanca","17","Agadir"
"7409","Indus","2","12","Nador","9","Nador","12","Agadir"
"7410","Electrique","2","15","Tanger","13","Rabat","14","Oujda"
"7411","Info","3","12","Fes","20","Casablanca","14","Nador"
"7412","Indus","2","9","Oujda","9","Tanger","16","Tanger"
"7413","Civil","3","17","Oujda","18","Rabat","10","Agadir"
"7414","Indus","3","17","Oujda","19","Nador","9","Agadir"
"7415","Info","1","14","Marrakech","20","Casablanca","9","Agadir"
"7416","Info","1","17","Oujda","19","Marrakech","20","Marrakech"
"7417","Electrique","1","20","Rabat","11","Nador","13","Casablanca"
"7418","Indus","1","19","Tetouan","12","Nador","16","Agadir"
"7419","Civil","2","15","Tanger","17","Tetouan","18","Tetouan"
"7420","Indus","2","12","Agadir","10","Agadir","12","Rabat"
"7421","Indus","1","19","Tanger","18","Marrakech","15","Nador"
"7422","Info","1","16","Rabat","9","Oujda","10","Tetouan"
"7423","Electrique","1","18","Rabat","11","Fes","13","Oujda"
"7424","Electrique","1","14","Tetouan","20","Rabat","15","Fes"
"7425","Info","3","9","Tanger","15","Fes","20","Rabat"
"7426","Finance","1","12","Agadir","17","Marrakech","12","Casablanca"
"7427","Civil","1","12","Casablanca","17","Rabat","12","Tanger"
"7428","Electrique","3","16","Rabat","16","Nador","14","Tanger"
"7429","Info","3","14","Fes","11","Agadir","17","Tetouan"
"7430","Electrique","3","12","Tanger","17","Agadir","13","Oujda"
"7431","Electrique","3","13","Oujda","17","Rabat","10","Tetouan"
"7432","Electrique","2","13","Tetouan","11","Marrakech","12","Marrakech"
"7433","Info","1","13","Marrakech","11","Marrakech","9","Rabat"
"7434","Electrique","2","19","Casablanca","14","Nador","12","Agadir"
"7435","Indus","2","16","Rabat","9","Tanger","18","Oujda"
"7436","Finance","3","16","Tanger","20","Casablanca","14","Tetouan"
"7437","Finance","1","9","Casablanca","17","Oujda","16","Marrakech"
"7438","Electrique","3","12","Nador","18","Oujda","12","Fes"
"7439","Info","3","16","Casablanca","11","Casablanca","10","Agadir"
"7440","Finance","1","15","Nador","14","Agadir","20","Oujda"
"7441","Civil","1","17","Oujda","10","Rabat","14","Tanger"
"7442","Civil","1","17","Nador","11","Fes","11","Marrakech"
"7443","Electrique","1","18","Tetouan","14","Agadir","9","Agadir"
"7444","Indus","3","11","Fes","15","Casablanca","20","Agadir"
"7445","Finance","1","10","Oujda","9","Nador","14","Tetouan"
"7446","Info","3","13","Tetouan","10","Tanger","17","Fes"
"7447","Civil","3","14","Nador","16","Tanger","17","Fes"
"7448","Civil","2","17","Fes","17","Nador","14","Tetouan"
"7449","Info","3","10","Rabat","13","Marrakech","9","Tanger"
"7450","Electrique","3","20","Oujda","17","Casablanca","20","Casablanca"
"7451","Finance","3","10","Fes","15","Agadir","10","Rabat"
"7452","Finance","2","12","Fes","15","Tanger","13","Oujda"
"7453","Info","2","19","Tanger","14","Tanger","16","Agadir"
"7454","Finance","1","11","Oujda","11","Marrakech","10","Fes"
"7455","Electrique","2","19","Fes","15","Rabat","11","Oujda"
"7456","Civil","1","20","Rabat","18","Tetouan","20","Nador"
"7457","Civil","2","13","Rabat","17","Rabat","14","Tetouan"
"7458","Civil","2","9","Rabat","11","Nador","20","Marrakech"
"7459","Civil","3","20","Nador","18","Agadir","20","Tetouan"
"7460","Electrique","1","10","Tetouan","18","Casablanca","12","Fes"
"7461","Electrique","2","15","Fes","15","Marrakech","10","Agadir"
"7462","Indus","3","14","Tetouan","10","Marrakech","15","Casablanca"
"7463","Info","1","14","Casablanca","12","Rabat","19","Marrakech"
"7464","Indus","3","10","Casablanca","16","Agadir","20","Agadir"
"7465","Civil","3","18","Tetouan","9","Fes","10","Casablanca"
"7466","Electrique","3","13","Casablanca","15","Nador","14","Nador"
"7467","Finance","1","16","Nador","19","Oujda","18","Tanger"
"7468","Finance","2","14","Rabat","18","Rabat","20","Rabat"
"7469","Info","2","12","Marrakech","16","Rabat","19","Oujda"
"7470","Civil","3","15","Tanger","16","Fes","20","Casablanca"
"7471","Info","2","15","Agadir","9","Nador","11","Tanger"
"7472","Civil","2","13","Nador","16","Oujda","14","Oujda"
"7473","Finance","2","20","Fes","11","Oujda","14","Casablanca"
"7474","Indus","1","13","Casablanca","15","Nador","9","Tanger"
"7475","Finance","1","18","Rabat","10","Marrakech","20","Marrakech"
"7476","Civil","3","13","Fes","10","Agadir","9","Tetouan"
"7477","Electrique","1","18","Agadir","20","Oujda","13","Rabat"
"7478","Civil","1","16","Agadir","18","Casablanca","10","Rabat"
"7479","Electrique","2","11","Nador","9","Tanger","10","Nador"
"7480","Civil","2","20","Tanger","12","Casablanca","19","Fes"
"7481","Indus","3","19","Marrakech","14","Fes","11","Casablanca"
"7482","Indus","1","11","Agadir","19","Fes","18","Rabat"
"7483","Electrique","2","18","Casablanca","9","Agadir","10","Oujda"
"7484","Info","3","15","Casablanca","9","Agadir","9","Marrakech"
"7485","Electrique","3","17","Oujda","13","Marrakech","15","Rabat"
"7486","Indus","3","17","Marrakech","14","Oujda","15","Fes"
"7487","Indus","1","15","Fes","16","Casablanca","11","Nador"
"7488","Info","1","17","Marrakech","10","Tanger","15","Fes"
"7489","Info","1","19","Fes","16","Marrakech","16","Tetouan"
"7490","Electrique","2","14","Agadir","18","Nador","13","Nador"
"7491","Finance","2","10","Nador","17","Marrakech","15","Rabat"
"7492","Info","3","11","Fes","12","Fes","14","Oujda"
"7493","Electrique","1","14","Marrakech","12","Agadir","16","Nador"
"7494","Civil","2","10","Rabat","9","Tanger","13","Nador"
"7495","Finance","1","10","Tanger","17","Tanger","9","Tanger"
"7496","Finance","1","17","Casablanca","19","Nador","13","Tetouan"
"7497","Civil","2","12","Rabat","19","Rabat","20","Oujda"
"7498","Indus","3","12","Nador","19","Nador","15","Oujda"
"7499","Electrique","1","20","Tetouan","12","Casablanca","9","Rabat"
"7500","Electrique","2","18","Agadir","10","Casablanca","17","Nador"
"7501","Civil","2","18","Marrakech","15","Rabat","15","Fes"
"7502","Indus","2","9","Tetouan","20","Agadir","9","Agadir"
"7503","Indus","1","18","Nador","19","Fes","14","Fes"
"7504","Civil","3","18","Fes","9","Marrakech","14","Nador"
"7505","Indus","1","19","Tanger","10","Oujda","12","Agadir"
"7506","Info","3","11","Marrakech","9","Agadir","15","Tanger"
"7507","Electrique","3","15","Casablanca","10","Fes","9","Nador"
"7508","Indus","3","10","Rabat","15","Fes","19","Casablanca"
"7509","Electrique","2","10","Oujda","13","Fes","20","Rabat"
"7510","Electrique","2","15","Casablanca","15","Nador","19","Oujda"
"7511","Indus","3","9","Nador","17","Rabat","9","Agadir"
"7512","Indus","3","13","Rabat","14","Agadir","14","Tanger"
"7513","Indus","2","15","Marrakech","11","Agadir","11","Casablanca"
"7514","Civil","3","20","Tetouan","20","Tanger","16","Tanger"
"7515","Civil","3","13","Nador","9","Oujda","15","Tetouan"
"7516","Info","2","15","Fes","15","Agadir","11","Rabat"
"7517","Finance","3","12","Fes","13","Fes","11","Fes"
"7518","Civil","3","9","Tanger","19","Agadir","15","Tanger"
"7519","Info","3","16","Oujda","20","Rabat","20","Rabat"
"7520","Info","1","10","Tetouan","11","Tetouan","12","Fes"
"7521","Finance","1","12","Agadir","17","Casablanca","13","Rabat"
"7522","Civil","2","17","Fes","16","Marrakech","9","Casablanca"
"7523","Finance","3","14","Tetouan","12","Tanger","15","Marrakech"
"7524","Finance","1","11","Fes","16","Rabat","16","Rabat"
"7525","Finance","1","15","Marrakech","19","Marrakech","10","Fes"
"7526","Electrique","3","17","Agadir","17","Nador","19","Tetouan"
"7527","Indus","2","13","Nador","12","Nador","16","Fes"
"7528","Civil","3","20","Tanger","12","Oujda","16","Marrakech"
"7529","Info","3","17","Rabat","13","Oujda","18","Agadir"
"7530","Finance","2","11","Marrakech","12","Tanger","15","Fes"
"7531","Finance","2","13","Rabat","19","Tanger","16","Nador"
"7532","Finance","3","15","Marrakech","13","Marrakech","14","Oujda"
"7533","Electrique","3","13","Agadir","18","Tanger","20","Fes"
"7534","Indus","1","13","Nador","15","Casablanca","15","Fes"
"7535","Indus","3","17","Agadir","13","Nador","11","Marrakech"
"7536","Info","1","14","Casablanca","9","Fes","16","Casablanca"
"7537","Indus","2","11","Rabat","20","Fes","19","Tetouan"
"7538","Finance","3","11","Tetouan","16","Fes","12","Nador"
"7539","Indus","2","15","Oujda","15","Marrakech","14","Tetouan"
"7540","Info","3","16","Tetouan","20","Tetouan","19","Oujda"
"7541","Finance","3","20","Agadir","10","Casablanca","12","Casablanca"
"7542","Electrique","3","11","Tanger","13","Casablanca","9","Tetouan"
"7543","Indus","2","15","Tetouan","12","Nador","17","Casablanca"
"7544","Finance","1","16","Agadir","20","Agadir","9","Oujda"
"7545","Indus","2","11","Agadir","13","Agadir","10","Nador"
"7546","Electrique","3","18","Nador","12","Marrakech","9","Agadir"
"7547","Info","1","17","Marrakech","17","Fes","9","Casablanca"
"7548","Electrique","3","13","Agadir","12","Oujda","18","Agadir"
"7549","Info","2","17","Nador","11","Tanger","13","Agadir"
"7550","Finance","1","17","Fes","14","Marrakech","19","Nador"
"7551","Info","2","17","Casablanca","19","Fes","13","Nador"
"7552","Info","2","16","Agadir","9","Agadir","10","Agadir"
"7553","Indus","1","10","Marrakech","10","Casablanca","12","Nador"
"7554","Info","2","20","Tanger","13","Agadir","15","Fes"
"7555","Indus","1","16","Rabat","20","Marrakech","16","Oujda"
"7556","Info","2","19","Fes","17","Rabat","9","Marrakech"
"7557","Info","3","19","Agadir","17","Oujda","11","Nador"
"7558","Electrique","1","10","Tanger","14","Oujda","13","Fes"
"7559","Info","2","15","Agadir","16","Agadir","17","Casablanca"
"7560","Civil","1","9","Tanger","12","Tetouan","11","Casablanca"
"7561","Civil","3","16","Oujda","19","Rabat","10","Casablanca"
"7562","Electrique","2","13","Tetouan","14","Nador","14","Casablanca"
"7563","Info","2","19","Fes","16","Rabat","12","Agadir"
"7564","Finance","3","9","Agadir","20","Casablanca","19","Casablanca"
"7565","Indus","1","9","Rabat","16","Fes","16","Agadir"
"7566","Indus","3","18","Rabat","17","Tetouan","9","Tetouan"
"7567","Civil","2","18","Tetouan","16","Casablanca","19","Marrakech"
"7568","Info","2","17","Tetouan","19","Nador","18","Fes"
"7569","Electrique","1","17","Rabat","17","Agadir","15","Tetouan"
"7570","Indus","3","12","Tetouan","17","Nador","11","Tanger"
"7571","Electrique","3","9","Tetouan","9","Nador","9","Marrakech"
"7572","Electrique","1","17","Casablanca","9","Nador","12","Casablanca"
"7573","Indus","2","15","Fes","9","Oujda","10","Tetouan"
"7574","Finance","3","16","Agadir","18","Marrakech","20","Agadir"
"7575","Finance","2","12","Nador","17","Agadir","11","Agadir"
"7576","Indus","2","14","Agadir","11","Marrakech","9","Fes"
"7577","Indus","3","17","Oujda","14","Tetouan","11","Fes"
"7578","Electrique","2","18","Oujda","18","Agadir","20","Tanger"
"7579","Info","2","12","Tetouan","15","Marrakech","14","Agadir"
"7580","Info","3","9","Marrakech","10","Fes","11","Fes"
"7581","Info","2","10","Nador","18","Rabat","9","Agadir"
"7582","Info","3","17","Nador","20","Fes","16","Fes"
"7583","Civil","1","10","Oujda","9","Fes","20","Tetouan"
"7584","Finance","1","13","Nador","13","Rabat","13","Nador"
"7585","Civil","2","10","Rabat","13","Fes","18","Oujda"
"7586","Finance","1","13","Marrakech","20","Tetouan","13","Fes"
"7587","Indus","1","12","Agadir","13","Marrakech","14","Tanger"
"7588","Electrique","1","13","Fes","19","Agadir","16","Casablanca"
"7589","Electrique","3","16","Tanger","15","Marrakech","19","Agadir"
"7590","Indus","3","19","Rabat","14","Oujda","20","Tetouan"
"7591","Finance","3","18","Tanger","14","Rabat","13","Tanger"
"7592","Finance","2","12","Marrakech","19","Nador","19","Nador"
"7593","Indus","2","17","Tanger","17","Agadir","9","Tetouan"
"7594","Indus","3","13","Agadir","12","Rabat","12","Casablanca"
"7595","Civil","2","15","Tetouan","12","Fes","9","Agadir"
"7596","Indus","2","11","Marrakech","16","Rabat","16","Tetouan"
"7597","Electrique","3","14","Oujda","9","Tanger","9","Rabat"
"7598","Info","1","10","Agadir","18","Tetouan","18","Marrakech"
"7599","Civil","1","20","Oujda","19","Casablanca","12","Tetouan"
"7600","Finance","2","13","Nador","10","Agadir","16","Tanger"
"7601","Indus","3","12","Tanger","14","Rabat","12","Fes"
"7602","Finance","1","10","Tanger","18","Marrakech","16","Tanger"
"7603","Info","3","20","Casablanca","14","Fes","9","Rabat"
"7604","Finance","3","9","Marrakech","20","Fes","14","Agadir"
"7605","Civil","1","13","Agadir","10","Oujda","15","Rabat"
"7606","Info","2","15","Tetouan","9","Fes","12","Tetouan"
"7607","Finance","3","9","Fes","12","Tanger","11","Agadir"
"7608","Info","3","16","Tetouan","10","Agadir","18","Tanger"
"7609","Electrique","2","16","Tanger","10","Tetouan","20","Marrakech"
"7610","Electrique","3","15","Oujda","14","Tanger","17","Casablanca"
"7611","Finance","1","10","Agadir","15","Agadir","19","Casablanca"
"7612","Info","1","19","Casablanca","20","Tanger","11","Tanger"
"7613","Civil","1","9","Oujda","9","Agadir","18","Nador"
"7614","Electrique","3","19","Rabat","14","Marrakech","20","Nador"
"7615","Info","3","10","Marrakech","11","Agadir","18","Tanger"
"7616","Indus","2","10","Oujda","11","Tanger","20","Rabat"
"7617","Electrique","2","11","Casablanca","13","Agadir","12","Fes"
"7618","Info","1","15","Rabat","13","Fes","17","Nador"
"7619","Info","1","12","Rabat","16","Marrakech","20","Agadir"
"7620","Civil","3","10","Rabat","17","Oujda","14","Casablanca"
"7621","Finance","2","18","Oujda","12","Rabat","15","Fes"
"7622","Info","2","14","Tanger","10","Tetouan","17","Marrakech"
"7623","Indus","2","13","Agadir","11","Nador","19","Fes"
"7624","Indus","1","16","Oujda","9","Rabat","16","Rabat"
"7625","Finance","2","12","Casablanca","20","Rabat","9","Rabat"
"7626","Indus","2","14","Marrakech","11","Tetouan","16","Marrakech"
"7627","Finance","1","15","Tanger","10","Tetouan","17","Tanger"
"7628","Electrique","3","13","Oujda","10","Marrakech","20","Agadir"
"7629","Finance","1","13","Tetouan","11","Tanger","12","Tetouan"
"7630","Electrique","1","17","Marrakech","17","Fes","11","Tanger"
"7631","Electrique","1","17","Tetouan","18","Tanger","13","Fes"
"7632","Civil","2","19","Nador","9","Marrakech","14","Agadir"
"7633","Info","1","16","Tetouan","17","Rabat","13","Fes"
"7634","Indus","2","18","Agadir","10","Nador","10","Agadir"
"7635","Electrique","2","13","Fes","16","Tanger","14","Marrakech"
"7636","Finance","1","19","Fes","14","Agadir","9","Oujda"
"7637","Indus","2","19","Marrakech","19","Agadir","19","Tetouan"
"7638","Indus","1","15","Tetouan","9","Casablanca","10","Tetouan"
"7639","Electrique","1","19","Tanger","10","Fes","15","Nador"
"7640","Indus","1","18","Fes","16","Nador","18","Agadir"
"7641","Electrique","2","15","Nador","13","Marrakech","12","Tanger"
"7642","Civil","2","13","Agadir","19","Marrakech","12","Agadir"
"7643","Indus","1","12","Casablanca","9","Rabat","10","Oujda"
"7644","Info","3","14","Nador","20","Rabat","17","Casablanca"
"7645","Info","3","16","Tanger","15","Rabat","17","Marrakech"
"7646","Info","2","15","Oujda","18","Tanger","19","Nador"
"7647","Electrique","2","20","Nador","9","Tanger","15","Tetouan"
"7648","Civil","3","20","Tanger","17","Agadir","12","Oujda"
"7649","Info","3","18","Marrakech","19","Marrakech","20","Rabat"
"7650","Electrique","3","14","Marrakech","17","Agadir","12","Tetouan"
"7651","Indus","2","15","Marrakech","11","Rabat","14","Agadir"
"7652","Civil","2","19","Oujda","9","Marrakech","14","Marrakech"
"7653","Electrique","2","17","Rabat","18","Fes","16","Oujda"
"7654","Indus","2","15","Marrakech","9","Nador","11","Oujda"
"7655","Finance","2","15","Oujda","16","Agadir","15","Fes"
"7656","Electrique","2","13","Rabat","9","Nador","9","Marrakech"
"7657","Finance","2","12","Fes","11","Fes","13","Nador"
"7658","Civil","1","15","Fes","12","Fes","14","Tanger"
"7659","Civil","3","12","Tanger","12","Casablanca","12","Nador"
"7660","Indus","3","15","Casablanca","17","Casablanca","18","Marrakech"
